"","form_sans","form_serif","form_callig","class_grotesque","class_geom","class_geom-square","class_humanist","class_transitional","class_oldstyle","class_clarendon","class_slab","class_glyphic","class_casual","class_didone","class_monotype","class_amp","family_helvetica","family_futura","family_eurostile","family_gillsans","family_bauhaus","family_kepler","family_times","family_bembo","family_clarendon","family_rockwell","family_comfortaa","family_centaur","family_copperplate-gothic","family_nadianne","family_bodoni","family_trajan","family_americana","family_monotype","ver_bold","ver_cb","ver_bi","ver_wide","ver_light","ver_orig","ver_wb","ver_co","ver_cbi","ver_italic","ver_wbi","ver_wi","ver_ci","ver_wl","ver_wli","ver_li","width_condensed","width_wide","width_orig","width_has_condensed","width_has_wide","width_has_orig","width_mixed","weight_bold","weight_light","weight_orig","weight_has_bold","weight_has_light","weight_has_orig","weight_mixed","style_italic","style_orig","style_has_italic","style_has_orig","style_mixed"
"samsung",4,1,1,2,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,1,6,0,0,1,0,0,0,0,6,0,1,0
"sandisk",1,4,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,2,1,2,1,0,1,1,0,5,0,1,0
"sanmina-corporation",7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,7,0,0,1,0,0,7,0,1,0
"santander",1,9,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,2,0,8,0,0,1,0,0,10,0,1,0
"sap",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,2,0,1,0
"schlumberger",8,4,0,1,7,0,0,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,5,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0,5,2,5,1,0,1,1,0,12,0,1,0
"seaboard-corporation",1,19,0,0,0,0,1,13,3,0,3,0,0,0,0,0,0,0,0,1,0,0,10,2,0,3,0,1,0,0,0,0,3,0,0,2,0,0,2,16,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,1,0,2,2,16,0,0,1,0,0,20,0,1,0
"seagate",7,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,0,0,2,5,0,1,1,1,0,7,0,1,0
"sealed-air-corporation",11,1,0,2,8,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,1,3,1,8,0,0,1,0,4,4,4,1,1,1,1,1,11,0,1,0
"sears-holdings-corporation",7,2,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,4,0,5,1,0,1,1,3,5,1,1,1,0,1,0,9,0,1,0
"seiyu",5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,0,0,1,0,0,0,0,5,0,1,0
"sempra-energy",1,6,0,0,1,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,2,1,4,1,0,1,1,1,2,4,0,1,1,1,0,7,0,1,0
"sheraton",1,8,0,0,0,1,0,3,0,2,0,0,0,3,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,1,0,3,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,4,5,0,1,1,1,4,1,4,1,0,1,1,0,9,0,1,0
"sherwin-williams",13,0,0,7,3,1,2,0,0,0,0,0,0,0,0,0,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,10,0,0,1,0,11,0,2,1,0,0,0,13,0,1,0,0
"siemens",7,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,6,0,1,1,0,0,0,0,7,0,1,0
"simon-property-group",7,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,0,0,0,2,4,1,1,1,0,1,2,0,5,1,0,1,1,2,5,1,1,1
"sirius",15,3,1,7,1,2,5,0,2,0,1,1,0,0,0,0,7,1,2,5,0,0,0,0,0,1,0,2,1,0,0,0,0,0,13,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,3,14,0,0,1,0,16,0,3,1,0,0,0,0,19,0,1,0
"skechers",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0
"snap-on-inc",1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,1,0,0,0,4,0,1,0,0
"sonic-automotive",8,5,0,5,0,3,0,0,0,3,0,0,0,2,0,0,5,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,2,0,0,0,0,0,0,11,2,0,1,0,0,13,0,0,1,0,0,0,3,10,0,1,0
"sony",2,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,0,2,1,0,1,1,0,4,0,1,0
"southern-company",15,0,0,5,7,1,2,0,0,0,0,0,0,0,0,0,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,15,0,0,1,0,0,0,0,15,0,1,0
"southwest",9,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,0,6,0,3,1,0,1,1,1,8,0,1,0
"spartannash-company",11,1,0,6,5,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,1,0,5,0,7,1,0,1,1,0,12,0,1,0
"spectra-energy-corp",12,3,0,6,5,0,1,0,0,0,2,0,0,1,0,0,6,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1,0,0,0,1,2,1,12,0,0,1,0,2,1,12,0,0,1,0,15,0,1,0,0
"spectrum",9,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,1,7,0,0,1,0,0,9,0,1,0
"spirit-aerosystems-holdings",12,0,2,6,1,5,0,0,0,0,0,1,1,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,8,6,0,1,1,1,3,0,11,0,0,1,0,0,14,0,1,0
"sprint",5,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,5,0,0,1,0,0,6,0,1,0
"sprite",3,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,4,1,0,1,1,3,0,3,1,0,1,1,6,0,1,0,0
"st-jude-medical",6,2,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,5,0,3,1,0,1,1,3,1,4,1,0,1,1,0,8,0,1,0
"stanley-black--decker",13,5,1,6,0,0,6,1,1,0,0,0,1,3,0,1,7,0,0,6,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,2,12,0,0,0,0,0,0,2,0,17,0,0,1,0,6,0,13,1,0,1,1,18,1,1,0,0
"staples",5,0,2,2,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,4,0,3,1,0,1,1,0,7,0,1,0
"starbucks",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"starwood-hotels--resorts-worldwide",6,9,3,1,3,1,1,0,0,0,2,3,0,5,2,0,1,3,1,1,0,5,0,0,0,2,0,0,1,0,0,2,0,2,0,1,0,1,6,5,0,2,0,0,0,0,0,2,0,1,3,3,12,0,0,1,0,1,9,8,0,1,1,1,1,17,0,1,0
"state-farm-insurance-cos",5,5,0,1,0,0,4,0,1,1,3,0,0,0,0,0,1,0,0,4,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,8,0,0,1,0,5,0,5,1,0,1,1,10,0,1,0,0
"state-street",3,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,4,0,2,1,0,1,1,1,5,0,1,0
"steel-dynamics",15,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,0,0,0,14,0,1,1,0,0,0,7,0,8,1,0,1,1,15,0,1,0,0
"stryker",5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,1,0,0,5,0,1,0
"subway",5,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,4,2,0,1,1,0,1,6,0,0,1,0,0,0,5,1,1,0,0
"sun-america",1,9,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,7,1,0,1,1,8,0,2,1,0,0,0,0,10,0,1,0
"sundown",4,3,7,2,1,0,1,0,1,0,2,7,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,1,7,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,8,0,6,1,0,1,1,0,14,0,1,0
"sunoco",3,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,1,1,0,0,0,5,0,0,1,0,0,0,5,0,1,0,0
"suntrust",2,4,0,2,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,4,1,0,1,1,2,1,3,1,0,1,1,0,6,0,1,0
"supervalu",8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,1,0,8,0,0,1,0,0,0,8,0,1,0,0
"symantec",9,1,0,3,3,0,3,0,0,1,0,0,0,0,0,0,3,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,1,2,7,0,0,1,0,2,0,8,0,0,1,0,1,9,0,1,0
"synnex-corporation",1,6,1,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,0,1,0,0,0,0,0,0,1,3,4,0,1,1,1,0,1,7,0,0,1,0,1,7,0,1,0
"sysco",14,8,0,0,6,3,5,0,1,4,3,0,0,0,0,0,0,2,3,5,2,0,0,1,4,3,2,0,0,0,0,0,0,0,0,2,0,0,6,13,0,0,0,0,0,0,0,1,0,0,2,1,19,0,0,1,0,2,7,13,0,1,1,1,0,22,0,1,0
"taco-bell",6,1,0,2,3,1,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,2,3,1,1,1,1,6,0,1,1,0,0,0,2,5,1,1,1
"targa-resources-corp",7,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,1,2,1,4,1,0,1,1,0,7,0,1,0
"target",7,0,1,2,2,2,1,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,5,0,3,1,0,1,1,0,8,0,1,0
"tata-consultancy-services",23,0,2,9,4,1,9,0,0,0,0,2,0,0,0,0,9,3,1,9,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,1,4,11,0,1,0,0,0,0,0,0,0,0,3,1,21,0,0,1,0,8,4,13,1,0,1,1,0,25,0,1,0
"teachers-insurance-and-annuity-association",4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,4,0,0,1,0,0,4,0,1,0
"tech-data",5,2,1,3,1,1,0,0,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,7,0,0,1,0,3,0,5,1,0,1,1,7,1,1,0,0
"tech-mahindra",12,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,2,8,2,0,1,0,0,10,0,2,1,0,0,0,0,12,0,1,0
"telephone-and-data-systems",1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0,2,1,0,1,1,0,3,0,1,0
"tenet-healthcare-corp",9,2,0,3,1,2,3,0,0,0,2,0,0,0,0,0,3,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,8,0,1,1,1,0,0,11,0,0,1,0,11,0,1,0,0
"tenneco",5,2,0,2,0,3,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,1,0,7,0,0,1,0,0,0,7,0,1,0,0
"teradata",3,0,3,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,1,1,4,0,0,1,0,0,6,0,1,0
"terex-corporation",7,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,4,0,3,1,0,1,1,0,7,0,1,0
"tesla",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"tesoro-corporation",7,3,1,1,2,0,4,0,0,0,3,1,0,0,0,0,1,2,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,8,1,0,1,1,10,0,1,1,0,0,0,2,9,0,1,0
"texas-instruments",4,9,1,0,3,0,1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,3,1,1,0,0,0,1,0,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,4,3,7,1,0,1,1,0,14,0,1,0
"textron",7,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,7,0,0,1,0,0,0,0,7,0,1,0
"the-bank-of-new-york-mellon",4,9,0,0,3,1,0,7,0,0,1,0,0,1,0,0,0,3,1,0,0,1,5,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,3,4,0,4,0,0,0,0,0,0,0,0,6,0,7,1,0,1,1,2,3,8,0,0,1,0,0,13,0,1,0
"the-hartford",9,1,2,1,6,0,2,1,0,0,0,2,0,0,0,0,1,1,0,2,1,0,1,0,0,0,4,0,2,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,3,0,9,0,0,1,0,0,12,0,1,0
"the-north-face",9,0,3,5,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,1,0,7,0,5,1,0,1,1,0,12,0,1,0
"thermo-fisher-scientific",20,2,0,8,3,3,6,0,0,0,2,0,0,0,0,0,8,1,3,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,11,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,1,0,12,6,4,1,1,0,1,0,22,0,1,0
"thomson-reuters",12,0,3,4,6,1,1,0,0,0,0,3,0,0,0,0,4,1,1,1,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,3,0,12,0,0,1,0,0,15,0,1,0
"thrivent-financial-for-lutherans",18,2,0,9,1,4,4,0,0,1,0,0,0,1,0,0,9,1,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,10,0,0,2,0,1,0,2,0,0,0,0,0,2,14,4,0,1,0,0,10,0,10,1,0,1,1,3,17,0,1,0
"tiffany-co",2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,1,2,0,0,1,0,0,4,0,1,0
"timberland",6,3,0,2,2,1,1,0,0,1,1,0,0,1,0,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4,2,3,1,0,1,1,7,0,2,1,0,0,0,1,8,0,1,0
"time-inc",0,7,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,1,0,4,1,2,1,0,1,1,0,7,0,1,0
"time-warner-cable",15,2,0,3,6,2,4,0,0,0,2,0,0,0,0,0,3,3,2,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,10,0,1,0,2,0,0,0,0,0,0,4,0,13,0,0,1,0,4,0,13,0,0,1,0,2,15,0,1,0
"tjx",2,7,0,0,1,0,1,4,1,0,0,0,0,2,0,0,0,1,0,1,0,2,3,0,0,0,0,1,0,0,0,0,1,0,1,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,4,1,0,1,1,6,0,3,1,0,1,1,2,7,0,1,0
"tommy-hilfiger",13,0,0,2,3,0,8,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,9,4,0,1,1,1,0,13,0,1,0
"toyota",7,1,0,4,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,1,4,0,4,1,0,1,1,0,8,0,1,0
"toys-r-us",6,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,6,0,0,1,0,0,0,3,3,1,1,1
"tracfone",7,0,1,1,2,1,3,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,8,0,0,1,0,0,0,1,7,0,1,0
"tractor-supply",6,11,0,3,1,0,2,0,0,0,10,0,0,1,0,0,3,1,0,2,0,1,0,0,0,10,0,0,0,0,0,0,0,0,3,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,13,1,3,1,0,0,0,15,0,2,1,0,0,0,0,17,0,1,0
"travelcenters-of-america-llc",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,1,1,1,1,1
"travelers",8,0,2,1,1,0,6,0,0,0,0,2,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,9,0,0,1,0,4,1,5,1,0,1,1,6,4,1,1,1
"treehouse-foods",2,9,0,1,1,0,0,1,0,0,0,0,0,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,1,2,0,0,1,0,6,0,1,0,0,1,0,0,0,0,0,1,2,8,0,0,1,0,3,0,8,1,0,1,1,1,10,0,1,0
"trident",4,2,0,2,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,1,3,2,0,1,1,1,4,1,1,1,0,0,0,6,0,1,0,0
"trinity-industries",17,0,0,3,1,13,0,0,0,0,0,0,0,0,0,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,4,0,1,0,0,17,0,0,1,0,0,0,0,17,0,1,0
"tripadvisor",19,1,0,4,7,3,5,0,0,1,0,0,0,0,0,0,4,3,3,5,2,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,1,11,0,1,0,0,0,0,0,1,0,0,4,1,15,0,0,1,0,6,2,12,1,0,1,1,0,20,0,1,0
"tropicana-beverages",10,2,0,1,5,3,1,0,1,0,1,0,0,0,0,0,1,3,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,6,2,4,1,0,1,1,11,1,0,1,0,0,0,1,11,0,1,0
"tyson",0,5,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,0,3,1,0,1,1,0,5,0,1,0
"uber",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,1,0,0,4,0,1,0
"ugi-corporation",8,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,7,0,1,1,0,0,0,0,8,0,1,0
"ulta-salon-cosmetics",4,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,1,1,3,0,0,1,0,0,5,0,1,0
"under-armour",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
"union-pacific",19,0,0,6,9,2,2,0,0,0,0,0,0,0,0,0,6,5,2,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,12,6,1,1,1,0,1,0,19,0,1,0
"united",6,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,6,0,0,1,0,0,0,0,6,0,1,0
